OBJECTID_1,FID_TL_201,ALAND10,AWATER10,CNTY2010,CT10,CT2010,GEODESC,ACRES,SQ_MILES,POP100,HU100,NHW,NHB,NHAI,NHA,NHNH,NHO,NHT,HISP,PNHW,PNHB,PNHAI,PNHA,PNHNH,PNHO,PNHT,PHISP,POP65_,PCTPOP65_,MEDAGE,VACNS,PVACNS,PHOWN,PWOMORT,PRENT,PLT18SP,CNTY20101,CT101,AREA,ACRES_1,SQMILES,PSQM,REPORT_2_P,REPORT_9_P,Shape_Length,Shape_Area
1175,1184,4234986,21032,24031,703201,24031703201,7032.01,1051.58862,1.64311,7356,2377,3446,663,14,979,6,48,151,2049,46.8,9,0.2,13.3,0.1,0.7,2.1,27.9,1127,15.3,40.8,54,2.3,91.9,24.7,8.1,20.5,24031,703201,0,1051.58862,1.64311,4476.89,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031703201.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031703201.pdf,14223.0745695412,7073222.28525287
1176,1185,1805351,0,24031,703601,24031703601,7036.01,446.06914,0.69698,4640,1822,2195,498,20,537,0,30,151,1209,47.3,10.7,0.4,11.6,0,0.6,3.3,26.1,581,12.5,38.5,81,4.4,77.5,22,22.5,26.8,24031,703601,0,446.06914,0.69698,6657.27,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031703601.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031703601.pdf,7582.44353423163,2996909.89193811
1177,1186,981292,0,24031,702000,24031702000,7020.00,242.45765,0.37884,5400,1474,390,1140,16,403,2,22,99,3328,7.2,21.1,0.3,7.5,0,0.4,1.8,61.6,368,6.8,30.9,44,3,39.9,16.3,60.1,43.7,24031,702000,0,242.45765,0.37884,14254.06,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031702000.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031702000.pdf,6136.82472224465,1626839.05539024
1178,1187,4376003,29666,24031,701421,24031701421,7014.21,1088.56081,1.70088,1347,559,156,807,3,95,5,3,40,238,11.6,59.9,0.2,7.1,0.4,0.2,3,17.7,112,8.3,35.5,35,6.3,73.9,11.1,26.1,44,24031,701421,0,1088.56081,1.70088,791.95,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031701421.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031701421.pdf,12376.528468115,7314892.31469991
1179,1188,4055252,0,24031,701509,24031701509,7015.09,1001.97774,1.56559,6269,2373,960,2759,15,521,2,27,96,1889,15.3,44,0.2,8.3,0,0.4,1.5,30.1,478,7.6,32.2,92,3.9,19.5,22.3,80.5,47.9,24031,701509,0,1001.97774,1.56559,4004.25,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031701509.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031701509.pdf,12351.9804514707,6730194.98039847
1180,1189,925666,592,24031,701508,24031701508,7015.08,228.86142,0.3576,3687,1573,375,2325,2,345,8,14,112,506,10.2,63.1,0.1,9.4,0.2,0.4,3,13.7,153,4.1,31.6,71,4.5,22.7,7.6,77.3,49,24031,701508,0,228.86142,0.3576,10310.54,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031701508.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031701508.pdf,6731.07721138497,1537752.42821757
1181,1190,2672049,6692,24031,701420,24031701420,7014.20,661.86963,1.03417,6907,3397,3297,1786,13,905,2,17,146,741,47.7,25.9,0.2,13.1,0,0.2,2.1,10.7,3024,43.8,57,185,5.4,50.9,39.6,49.1,24.1,24031,701420,0,661.86963,1.03417,6678.79,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031701420.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031701420.pdf,10521.7425152161,4449184.25632949
1182,1191,1064265,21252,24031,701423,24031701423,7014.23,268.21309,0.41908,4614,1750,584,2624,11,580,3,22,126,664,12.7,56.9,0.2,12.6,0.1,0.5,2.7,14.4,181,3.9,31.3,126,7.2,52.8,6.5,47.2,47.6,24031,701423,0,268.21309,0.41908,11009.77,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031701423.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031701423.pdf,5400.40177708191,1804384.27421903
1183,1192,1710867,131,24031,701602,24031701602,7016.02,422.75541,0.66056,6162,1664,493,1301,6,918,6,31,84,3323,8,21.1,0.1,14.9,0.1,0.5,1.4,53.9,379,6.2,30.2,77,4.6,39.1,20.5,60.9,38.4,24031,701602,0,422.75541,0.66056,9328.53,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031701602.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031701602.pdf,7316.46949376841,2837996.93415839
1184,1193,291532,0,24031,701601,24031701601,7016.01,72.03235,0.11255,1938,772,187,830,1,265,1,29,38,587,9.6,42.8,0.1,13.7,0.1,1.5,2,30.3,107,5.5,29.9,32,4.1,8.8,15.4,91.2,43.3,24031,701601,0,72.03235,0.11255,17218.96,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031701601.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031701601.pdf,3875.66628528778,483588.170661307
1185,1194,1756593,139,24031,703401,24031703401,7034.01,434.05724,0.67821,5569,1580,1197,555,8,943,9,28,143,2686,21.5,10,0.1,16.9,0.2,0.5,2.6,48.2,707,12.7,35.8,66,4.2,72,22.4,28,28.7,24031,703401,0,434.05724,0.67821,8211.28,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031703401.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031703401.pdf,7595.97387991967,2917850.96052304
1186,1195,2235425,82403,24031,703501,24031703501,7035.01,572.69378,0.89483,6640,2029,1368,1576,20,769,0,33,95,2779,20.6,23.7,0.3,11.6,0,0.5,1.4,41.9,602,9.1,34.7,67,3.3,58.8,17.6,41.2,31.1,24031,703501,0,572.69378,0.89483,7420.38,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031703501.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031703501.pdf,13949.1804409679,3848907.22115326
1187,1196,4567781,14758,24031,705000,24031705000,7050.00,1132.25274,1.76914,4465,1895,3602,189,4,213,0,11,121,325,80.7,4.2,0.1,4.8,0,0.2,2.7,7.3,744,16.7,40,111,5.9,66.1,21.6,33.9,9.7,24031,705000,0,1132.25274,1.76914,2523.82,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031705000.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031705000.pdf,13163.4362596916,7597718.1228647
1188,1197,4436325,2724,24031,701503,24031701503,7015.03,1096.809,1.71376,6949,2220,2331,1925,8,1156,2,35,190,1302,33.5,27.7,0.1,16.6,0,0.5,2.7,18.7,1175,16.9,42.7,56,2.5,88.1,23.6,11.9,20.4,24031,701503,0,1096.809,1.71376,4054.82,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031701503.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031701503.pdf,12851.9269834395,7372948.1928647
1189,1198,1130577,0,24031,702500,24031702500,7025.00,279.34303,0.43647,4987,3506,1756,2049,13,405,3,24,174,563,35.2,41.1,0.3,8.1,0.1,0.5,3.5,11.3,502,10.1,33.5,393,11.2,15.9,5.6,84.1,47,24031,702500,0,279.34303,0.43647,11425.68,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031702500.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031702500.pdf,8180.47708595164,1874172.58709432
1190,1199,5810869,75447,24031,703212,24031703212,7032.12,1454.40649,2.27251,7692,2863,2410,2261,25,1249,9,35,217,1486,31.3,29.4,0.3,16.2,0.1,0.5,2.8,19.3,911,11.8,39.6,84,2.9,70.1,16,29.9,26.5,24031,703212,0,1454.40649,2.27251,3384.81,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031703212.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031703212.pdf,14894.7457815197,9781395.4319342
1191,1200,1232741,0,24031,704200,24031704200,7042.00,304.58595,0.47592,2213,902,1739,132,3,126,2,10,59,142,78.6,6,0.1,5.7,0.1,0.5,2.7,6.4,327,14.8,42.1,19,2.1,53.9,17.9,46.1,19.4,24031,704200,0,304.58595,0.47592,4649.99,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031704200.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031704200.pdf,6518.1541853284,2045497.26230966
1192,1201,1176910,0,24031,703701,24031703701,7037.01,290.79354,0.45436,4175,1133,789,485,9,366,0,21,75,2430,18.9,11.6,0.2,8.8,0,0.5,1.8,58.2,327,7.8,33.1,31,2.7,84.9,15.3,15.1,23.9,24031,703701,0,290.79354,0.45436,9188.66,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031703701.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031703701.pdf,6639.03592836269,1954336.96456148
1193,1202,7096026,18365,24031,701415,24031701415,7014.15,1757.84474,2.74663,7499,2505,2237,2633,6,1265,0,35,228,1095,29.8,35.1,0.1,16.9,0,0.5,3,14.6,1013,13.5,41.4,64,2.6,86.2,18.7,13.8,26.8,24031,701415,0,1757.84474,2.74663,2730.26,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031701415.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031701415.pdf,16207.8478393495,11824301.6752484
1194,1203,2325154,16669,24031,703220,24031703220,7032.20,578.62575,0.9041,4975,1999,1526,1744,9,543,0,49,143,961,30.7,35.1,0.2,10.9,0,1,2.9,19.3,979,19.7,41.5,59,3,63.1,10.2,36.9,40.3,24031,703220,0,578.62575,0.9041,5502.7,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031703220.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031703220.pdf,10709.509229716,3893667.6814462
1195,1204,417861,0,24031,704806,24031704806,7048.06,103.24539,0.16132,2780,1873,1995,147,3,368,1,8,59,199,71.8,5.3,0.1,13.2,0,0.3,2.1,7.2,192,6.9,32.2,90,4.8,10.8,22.8,89.2,26.6,24031,704806,0,103.24539,0.16132,17232.76,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031704806.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031704806.pdf,3894.21179162012,692661.357662576
1196,1205,339289,0,24031,704804,24031704804,7048.04,83.83178,0.13099,1508,1156,1132,37,2,142,0,7,42,146,75.1,2.5,0.1,9.4,0,0.5,2.8,9.7,244,16.2,39.5,148,12.8,36.8,26.9,63.2,31,24031,704804,0,83.83178,0.13099,11512.6,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031704804.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031704804.pdf,4440.13686240616,562308.70896577
1197,1206,605836,0,24031,704803,24031704803,7048.03,149.69058,0.23389,3326,2095,2244,248,3,392,1,10,80,348,67.5,7.5,0.1,11.8,0,0.3,2.4,10.5,314,9.4,34.2,133,6.3,26.4,18.6,73.6,35.7,24031,704803,0,149.69058,0.23389,14220.29,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031704803.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031704803.pdf,5264.8012135447,1003908.17983668
1198,1207,2614300,0,24031,705502,24031705502,7055.02,645.94175,1.00928,3993,1596,3395,51,1,227,0,11,81,227,85,1.3,0,5.7,0,0.3,2,5.7,786,19.7,47.6,49,3.1,87.6,30.9,12.4,10.8,24031,705502,0,645.94175,1.00928,3956.28,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031705502.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031705502.pdf,10992.6645210861,4331132.78246415
1199,1208,202719,0,24031,705501,24031705501,7055.01,50.08819,0.07826,2493,1693,1945,103,2,169,3,3,70,198,78,4.1,0.1,6.8,0.1,0.1,2.8,7.9,1063,42.6,59.3,132,7.8,36.2,54.3,63.8,22.7,24031,705501,0,50.08819,0.07826,31854.26,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031705501.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031705501.pdf,3665.3604306758,335791.775733939
1200,1209,12659410,86183,24031,700613,24031700613,7006.13,3149.24306,4.92069,6434,2097,2790,804,10,2074,0,14,224,518,43.4,12.5,0.2,32.2,0,0.2,3.5,8.1,381,5.9,37.3,35,1.7,77.2,7,22.8,13.8,24031,700613,0,3149.24306,4.92069,1307.54,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031700613.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031700613.pdf,25369.0436838699,21216620.343383
1201,1210,1404014,5877,24031,700834,24031700834,7008.34,348.36498,0.54432,4885,1758,1406,1523,10,630,1,13,178,1124,28.8,31.2,0.2,12.9,0,0.3,3.6,23,194,4,31.7,95,5.4,73.8,5.9,26.2,31,24031,700834,0,348.36498,0.54432,8974.51,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031700834.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031700834.pdf,9118.74649374361,2350105.5498396
1202,1211,1811854,117,24031,703214,24031703214,7032.14,447.70669,0.69954,6713,2439,1081,2778,21,422,4,84,170,2153,16.1,41.4,0.3,6.3,0.1,1.3,2.5,32.1,434,6.5,30.7,108,4.4,19.6,23.2,80.4,48.4,24031,703214,0,447.70669,0.69954,9596.3,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031703214.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031703214.pdf,7099.7629308623,3011575.19168857
1203,1212,6528265,8155,24031,701409,24031701409,7014.09,1615.04081,2.5235,4361,1387,2075,861,3,939,5,24,116,338,47.6,19.7,0.1,21.5,0.1,0.6,2.7,7.8,664,15.2,46.5,32,2.3,94.2,19.7,5.8,11.6,24031,701409,0,1615.04081,2.5235,1728.16,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031701409.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031701409.pdf,15144.0810812516,10868172.8407778
1204,1213,5118600,25232,24031,705901,24031705901,7059.01,1270.94266,1.98585,4226,1700,3289,106,1,446,4,17,110,253,77.8,2.5,0,10.6,0.1,0.4,2.6,6,961,22.7,48.6,222,13.1,92.1,32.5,7.9,10.8,24031,705901,0,1270.94266,1.98585,2128.06,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031705901.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031705901.pdf,12780.4481396092,8527844.24124871
1205,1214,9206365,51366,24031,701407,24031701407,7014.07,2287.43358,3.57411,5674,1881,2653,1340,14,880,3,18,183,583,46.8,23.6,0.2,15.5,0.1,0.3,3.2,10.3,817,14.4,45.2,29,1.5,92.1,20.7,7.9,17,24031,701407,0,2287.43358,3.57411,1587.53,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031701407.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031701407.pdf,20412.673310551,15395105.4791916
1206,1215,1628556,26329,24031,702102,24031702102,7021.02,408.89051,0.63889,3197,1138,2469,231,1,128,1,16,82,269,77.2,7.2,0,4,0,0.5,2.6,8.4,319,10,38.4,19,1.7,90.5,16.8,9.5,10.5,24031,702102,0,408.89051,0.63889,5003.99,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031702102.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031702102.pdf,6681.55864994526,2745656.18784556
1207,1216,1210317,210,24031,703800,24031703800,7038.00,299.0992,0.46734,2943,1358,860,853,3,295,1,12,71,848,29.2,29,0.1,10,0,0.4,2.4,28.8,161,5.5,34.1,90,6.6,29,13.4,71,38.2,24031,703800,0,299.0992,0.46734,6297.32,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031703800.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031703800.pdf,6897.14679650551,2009243.23177235
1208,1217,1222069,0,24031,703702,24031703702,7037.02,301.95117,0.4718,4040,1241,1153,433,2,554,6,33,112,1747,28.5,10.7,0,13.7,0.1,0.8,2.8,43.2,317,7.8,34.7,61,4.9,84,19.2,16,23.1,24031,703702,0,301.95117,0.4718,8562.99,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031703702.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031703702.pdf,6660.70002265336,2029055.12575397
1209,1218,1233672,0,24031,701418,24031701418,7014.18,304.81885,0.47628,3307,1150,713,1536,6,634,0,2,104,312,21.6,46.4,0.2,19.2,0,0.1,3.1,9.4,229,6.9,36.1,33,2.9,86.8,9.1,13.2,26.9,24031,701418,0,304.81885,0.47628,6943.41,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031701418.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031701418.pdf,6654.79084236857,2049616.31037398
1210,1219,310144,0,24031,704805,24031704805,7048.05,76.6303,0.11973,1865,1381,1226,121,2,320,4,9,51,132,65.7,6.5,0.1,17.2,0.2,0.5,2.7,7.1,379,20.3,40.8,111,8,19.9,21.3,80.1,38.9,24031,704805,0,76.6303,0.11973,15576.11,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031704805.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031704805.pdf,3558.23807392049,514047.480208836
1211,1220,249140,0,24031,704403,24031704403,7044.03,61.55773,0.09618,1510,1102,1190,58,1,141,4,1,17,98,78.8,3.8,0.1,9.3,0.3,0.1,1.1,6.5,495,32.8,51.9,46,4.2,61.8,38.8,38.2,23.3,24031,704403,0,61.55773,0.09618,15699.11,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031704403.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031704403.pdf,3338.84387618688,413286.162135076
1212,1221,326813,0,24031,701422,24031701422,7014.22,80.75007,0.12617,2570,1086,106,1900,5,136,0,2,50,371,4.1,73.9,0.2,5.3,0,0.1,1.9,14.4,43,1.7,29.1,85,7.8,0.4,25,99.6,58,24031,701422,0,80.75007,0.12617,20369.05,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031701422.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031701422.pdf,3088.87698233059,543149.823949448
1213,1222,3807471,44015,24031,704100,24031704100,7041.00,951.62939,1.48692,4661,1694,3903,196,11,139,1,8,101,302,83.7,4.2,0.2,3,0,0.2,2.2,6.5,905,19.4,46.5,59,3.5,91.7,24,8.3,9.8,24031,704100,0,951.62939,1.48692,3134.67,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031704100.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031704100.pdf,12938.9102158131,6388880.01984748
1214,1223,1153187,783,24031,703602,24031703602,7036.02,285.12302,0.4455,2919,1077,2023,221,0,182,1,12,68,412,69.3,7.6,0,6.2,0,0.4,2.3,14.1,348,11.9,41,41,3.8,88.3,16.7,11.7,12,24031,703602,0,285.12302,0.4455,6552.13,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031703602.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031703602.pdf,8418.17079638019,1915023.0466886
1215,1224,3362302,1699,24031,701505,24031701505,7015.05,831.18217,1.29872,6771,2704,2119,2675,5,594,7,37,167,1167,31.3,39.5,0.1,8.8,0.1,0.5,2.5,17.2,837,12.4,35.7,177,6.5,47.7,21.1,52.3,31.9,24031,701505,0,831.18217,1.29872,5213.59,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031701505.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031701505.pdf,10947.0030943883,5582298.39732173
1216,1225,1435999,5035,24031,703901,24031703901,7039.01,356.05263,0.55633,2957,1124,1717,434,2,313,0,12,118,361,58.1,14.7,0.1,10.6,0,0.4,4,12.2,348,11.8,39.8,30,2.7,86.4,20.8,13.6,14.9,24031,703901,0,356.05263,0.55633,5315.18,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031703901.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031703901.pdf,6376.1348384502,2390717.45390529
1217,1226,3290417,1972,24031,700710,24031700710,7007.10,813.49951,1.27109,6888,2105,2428,1040,6,1128,5,23,190,2068,35.2,15.1,0.1,16.4,0.1,0.3,2.8,30,657,9.5,35.9,57,2.7,78.1,16.5,21.9,28.2,24031,700710,0,813.49951,1.27109,5418.97,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24031700710.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24031700710.pdf,11016.8314743243,5481449.03614881
1218,1227,16719088,0,24003,741000,24003741000,7410.00,4131.00692,6.4547,2366,841,1919,191,8,128,0,5,44,71,81.1,8.1,0.3,5.4,0,0.2,1.9,3,290,12.3,40.7,27,3.2,87.9,21.5,12.1,16.9,24003,741000,0,4131.00692,6.4547,366.56,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003741000.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003741000.pdf,29373.1835748231,27796824.0118012
1219,1228,14558647,7490709,24003,701200,24003701200,7012.00,3625.73128,5.66521,8298,3393,7634,133,31,83,0,7,144,266,92,1.6,0.4,1,0,0.1,1.7,3.2,927,11.2,41.4,149,4.4,87.7,17.2,12.3,20.3,24003,701200,0,3625.73128,5.66521,1464.73,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003701200.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003701200.pdf,63716.6217886169,24265455.6451892
1220,1229,101093707,0,24003,701300,24003701300,7013.00,24978.20503,39.02845,7906,2842,6784,631,24,84,8,3,143,229,85.8,8,0.3,1.1,0.1,0,1.8,2.9,1137,14.4,45.1,102,3.6,91.6,26.8,8.4,16.9,24003,701300,0,24978.20503,39.02845,202.57,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003701300.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003701300.pdf,67979.5095776014,167104428.290087
1221,1230,55121704,7875356,24003,701400,24003701400,7014.00,13619.45109,21.28039,3575,1332,2891,483,7,35,0,1,55,103,80.9,13.5,0.2,1,0,0,1.5,2.9,535,15,45.4,58,4.4,86.1,24.7,13.9,17.8,24003,701400,0,13619.45109,21.28039,168,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003701400.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003701400.pdf,87672.6656591708,91067260.0119239
1222,1231,5013090,1605171,24003,701102,24003701102,7011.02,1238.63367,1.93537,7508,3201,6321,184,25,131,1,10,160,676,84.2,2.5,0.3,1.7,0,0.1,2.1,9,980,13.1,40.4,164,5.1,84.4,17.2,15.6,30.8,24003,701102,0,1238.63367,1.93537,3879.38,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003701102.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003701102.pdf,24557.02125855,8296816.90998098
1223,1232,22571283,4449491,24003,702100,24003702100,7021.00,5576.95639,8.71399,6722,2791,6103,249,14,63,9,7,118,159,90.8,3.7,0.2,0.9,0.1,0.1,1.8,2.4,905,13.5,44.8,108,3.9,88.5,20.7,11.5,19,24003,702100,0,5576.95639,8.71399,771.4,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003702100.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003702100.pdf,49995.7930438116,37479413.4144197
1224,1233,5234943,0,24003,740601,24003740601,7406.01,1293.47134,2.02105,3661,1331,1927,898,26,97,14,14,204,481,52.6,24.5,0.7,2.6,0.4,0.4,5.6,13.1,28,0.8,24.4,206,15.5,1.2,30.8,98.8,12.5,24003,740601,0,1293.47134,2.02105,1811.44,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003740601.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003740601.pdf,14317.3174859117,8709952.0188182
1225,1234,40671683,993109,24003,702300,24003702300,7023.00,10049.17147,15.70183,5423,2016,4933,136,16,96,1,1,94,146,91,2.5,0.3,1.8,0,0,1.7,2.7,810,14.9,46.3,52,2.6,91.8,19.6,8.2,9.7,24003,702300,0,10049.17147,15.70183,345.37,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003702300.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003702300.pdf,45397.4873241223,67378165.1193453
1226,1235,6500737,3228054,24003,702601,24003702601,7026.01,1606.20083,2.50969,5629,2287,4479,669,4,104,2,15,112,244,79.6,11.9,0.1,1.8,0,0.3,2,4.3,725,12.9,41,72,3.1,79.8,19,20.2,30.8,24003,702601,0,1606.20083,2.50969,2242.91,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1DP_2Profile_CT/24003702601.pdf,http://mdpgis.mdp.state.md.us/Census2010/PDF/00_SF1_9Profile_CT/24003702601.pdf,29746.3222197533,10761034.6974304
